,Job title,Job link,city,Seniority level,Employment type,Job function,Industries
485,AI/ML Engineer,https://www.linkedin.com/jobs/view/ai-ml-engineer-at-diverse-lynx-3405522638?refId=3gWlYDii1uuY9tJBXhBveA%3D%3D&trackingId=NqHxF2eWQQ2nfkZkEy0NrQ%3D%3D&position=14&pageNum=19&trk=public_jobs_jserp-result_search-card,"Whippany, NJ",Entry level,Contract,Engineering and Information Technology,Software Development
486,Data Scientist (remote),https://www.linkedin.com/jobs/view/data-scientist-remote-at-synergisticit-3395566206?refId=3gWlYDii1uuY9tJBXhBveA%3D%3D&trackingId=XpUHZcEIN1HbwwctYoF06Q%3D%3D&position=15&pageNum=19&trk=public_jobs_jserp-result_search-card,"New Orleans, LA",Entry level,Full-time,Engineering and Information Technology,IT Services and IT Consulting
487,"100% Remote - Data Analyst (Python) (Need someone to be based in Dallas, TX OR Chicago, IL)",https://www.linkedin.com/jobs/view/100%25-remote-data-analyst-python-need-someone-to-be-based-in-dallas-tx-or-chicago-il-at-prodware-solutions-3400736682?refId=3gWlYDii1uuY9tJBXhBveA%3D%3D&trackingId=nr2fRmo%2BjU%2FIXDUNue87LQ%3D%3D&position=16&pageNum=19&trk=public_jobs_jserp-result_search-card,"Chicago, IL",Mid-Senior level,Contract,Information Technology,Retail Apparel and Fashion
488,"Graduate Student Intern, Data Science & Computational Biology",https://www.linkedin.com/jobs/view/graduate-student-intern-data-science-computational-biology-at-biospace-3397324313?refId=3gWlYDii1uuY9tJBXhBveA%3D%3D&trackingId=IxKkYnMbj2F0u4eFMl2vQg%3D%3D&position=17&pageNum=19&trk=public_jobs_jserp-result_search-card,"Seattle, WA",Internship,Full-time,Education and Training,Online Audio and Video Media
489,Data Scientist / Analytics Engineer,https://www.linkedin.com/jobs/view/data-scientist-analytics-engineer-at-alston-bird-3393803284?refId=3gWlYDii1uuY9tJBXhBveA%3D%3D&trackingId=3tz4ilZTrpPrjN1pplvGRg%3D%3D&position=18&pageNum=19&trk=public_jobs_jserp-result_search-card,"Charlotte, NC",Entry level,Full-time,Engineering and Information Technology,Law Practice
490,Data Scientists,https://www.linkedin.com/jobs/view/data-scientists-at-maxis-clinical-sciences-3384623953?refId=3gWlYDii1uuY9tJBXhBveA%3D%3D&trackingId=D9P8G5PFbVGWnFkALP9M2Q%3D%3D&position=19&pageNum=19&trk=public_jobs_jserp-result_search-card,"Edison, NJ",Entry level,Full-time,Engineering and Information Technology,Information Services
491,Data Scientist - Junior to Mid-Level,https://www.linkedin.com/jobs/view/data-scientist-junior-to-mid-level-at-cgi-technologies-corporation-3401520717?refId=3gWlYDii1uuY9tJBXhBveA%3D%3D&trackingId=BZvJ20TSKDLV%2FaGOrcgPzQ%3D%3D&position=20&pageNum=19&trk=public_jobs_jserp-result_search-card,"Chantilly, VA",Entry level,Full-time,Engineering and Information Technology,Software Development
492,Data Scientist,https://www.linkedin.com/jobs/view/data-scientist-at-diverse-lynx-3405527125?refId=3gWlYDii1uuY9tJBXhBveA%3D%3D&trackingId=3DdhX%2FezZVDXqtqvMzqAjQ%3D%3D&position=21&pageNum=19&trk=public_jobs_jserp-result_search-card,"San Antonio, TX",Entry level,Contract,Engineering and Information Technology,Software Development
493,Data Analyst,https://www.linkedin.com/jobs/view/data-analyst-at-northwell-health-3400910530?refId=3gWlYDii1uuY9tJBXhBveA%3D%3D&trackingId=90%2B899sjVisHFbSyALzxVg%3D%3D&position=22&pageNum=19&trk=public_jobs_jserp-result_search-card,"Melville, NY",Entry level,Full-time,Information Technology,Hospitals and Health Care
494,"Senior Director, Analytics",https://www.linkedin.com/jobs/view/senior-director-analytics-at-access-telecare-3394603595?refId=3gWlYDii1uuY9tJBXhBveA%3D%3D&trackingId=juFnMHi5Wf9YTmurK7Bn0w%3D%3D&position=23&pageNum=19&trk=public_jobs_jserp-result_search-card,"Dallas, TX",Director,Full-time,"Research, Analyst, and Information Technology","Technology, Information and Internet"
495,Quant Researcher,https://www.linkedin.com/jobs/view/quant-researcher-at-x4-alpha-3389747218?refId=3gWlYDii1uuY9tJBXhBveA%3D%3D&trackingId=vMMYuWLKyFWI7iUB5FiC7g%3D%3D&position=24&pageNum=19&trk=public_jobs_jserp-result_search-card,New York City Metropolitan Area,Mid-Senior level,Full-time,"Finance, Research, and Engineering","Market Research, Capital Markets, and Financial Services"
496,Bioinformatics Analyst,https://www.linkedin.com/jobs/view/bioinformatics-analyst-at-lifespan-3389755399?refId=3gWlYDii1uuY9tJBXhBveA%3D%3D&trackingId=HTblVip7Ih6LewJpS5MrmA%3D%3D&position=25&pageNum=19&trk=public_jobs_jserp-result_search-card,"Providence, RI",Mid-Senior level,Full-time,"Research, Analyst, and Information Technology","Mental Health Care, Medical Practices, and Hospitals and Health Care"
497,Bioinformatics Analyst,https://www.linkedin.com/jobs/view/bioinformatics-analyst-at-lifespan-3389755399?refId=8BrtschjaeVO%2F3ouNoBWSg%3D%3D&trackingId=nKRrGfV2n%2BMSCoqBfByg4g%3D%3D&position=1&pageNum=20&trk=public_jobs_jserp-result_search-card,"Providence, RI",Mid-Senior level,Full-time,"Research, Analyst, and Information Technology","Mental Health Care, Medical Practices, and Hospitals and Health Care"
498,Machine Learning Engineer,https://www.linkedin.com/jobs/view/machine-learning-engineer-at-fetch-3383562661?refId=8BrtschjaeVO%2F3ouNoBWSg%3D%3D&trackingId=9utkTbwYftJ9WGyCb%2FBM5w%3D%3D&position=2&pageNum=20&trk=public_jobs_jserp-result_search-card,"Birmingham, AL",Entry level,Full-time,Engineering and Information Technology,"Technology, Information and Internet"
499,"Director, Data Analytics & Financial Planning",https://www.linkedin.com/jobs/view/director-data-analytics-financial-planning-at-hubble-contacts-3400991628?refId=8BrtschjaeVO%2F3ouNoBWSg%3D%3D&trackingId=mz1ya8otvbc218CuYViYiQ%3D%3D&position=3&pageNum=20&trk=public_jobs_jserp-result_search-card,"New York, United States",Director,Full-time,Finance,"Technology, Information and Internet"
500,Data Analyst,https://www.linkedin.com/jobs/view/data-analyst-at-northwell-health-3400918330?refId=8BrtschjaeVO%2F3ouNoBWSg%3D%3D&trackingId=gGb%2Bs0aRPmRtHV8mIIf9vg%3D%3D&position=4&pageNum=20&trk=public_jobs_jserp-result_search-card,"Melville, NY",Entry level,Full-time,Information Technology,Hospitals and Health Care
501,AI Machine Learning Applications Engineer,https://www.linkedin.com/jobs/view/ai-machine-learning-applications-engineer-at-acceler8-talent-3388332372?refId=8BrtschjaeVO%2F3ouNoBWSg%3D%3D&trackingId=sXZAfgBf6MmEmM6bBBTK%2FQ%3D%3D&position=5&pageNum=20&trk=public_jobs_jserp-result_search-card,"Ann Arbor, MI",Mid-Senior level,Full-time,Engineering and Information Technology,"IT Services and IT Consulting, Computer Hardware Manufacturing, and Software Development"
502,"Manager, Analytics & Consumer Insights",https://www.linkedin.com/jobs/view/manager-analytics-consumer-insights-at-forsyth-barnes-3400623377?refId=8BrtschjaeVO%2F3ouNoBWSg%3D%3D&trackingId=dLqj%2FJvzi%2BMvA8jktrDBog%3D%3D&position=6&pageNum=20&trk=public_jobs_jserp-result_search-card,"New York, NY",Mid-Senior level,Full-time,Information Technology,Retail
503,Data Science Intern,https://www.linkedin.com/jobs/view/data-science-intern-at-novelis-3399484346?refId=8BrtschjaeVO%2F3ouNoBWSg%3D%3D&trackingId=qthzsTcy8jYMfAByxzV%2BnA%3D%3D&position=7&pageNum=20&trk=public_jobs_jserp-result_search-card,"Atlanta, GA",Internship,Internship,Engineering and Information Technology,Mining
504,Machine Learning Engineer,https://www.linkedin.com/jobs/view/machine-learning-engineer-at-avasure-3391030474?refId=8BrtschjaeVO%2F3ouNoBWSg%3D%3D&trackingId=UPPkaXySh0BNHDZO%2BdfcZw%3D%3D&position=8&pageNum=20&trk=public_jobs_jserp-result_search-card,"Belmont, MI",Entry level,Full-time,Engineering and Information Technology,Hospitals and Health Care
505,Intern - Data Scientist - Summer 2023 - CO or Remote/Nationwide,https://www.linkedin.com/jobs/view/intern-data-scientist-summer-2023-co-or-remote-nationwide-at-workathome-jobboard-3398337673?refId=8BrtschjaeVO%2F3ouNoBWSg%3D%3D&trackingId=ROUe2tGM8l%2BYV1qhfoLcWA%3D%3D&position=9&pageNum=20&trk=public_jobs_jserp-result_search-card,"United, PA",Internship,Part-time,Engineering and Information Technology,Advertising Services
506,Director of Machine Learning,https://www.linkedin.com/jobs/view/director-of-machine-learning-at-amicus-3391517019?refId=8BrtschjaeVO%2F3ouNoBWSg%3D%3D&trackingId=D7rH9TwOPS1bVxQa4L%2FA%2BQ%3D%3D&position=10&pageNum=20&trk=public_jobs_jserp-result_search-card,"New York, United States",Director,Full-time,Engineering and Information Technology,Staffing and Recruiting
507,Machine Learning Engineer,https://www.linkedin.com/jobs/view/machine-learning-engineer-at-biospace-3397328484?refId=8BrtschjaeVO%2F3ouNoBWSg%3D%3D&trackingId=FC6idYgTxooGWDYtoYKuNA%3D%3D&position=11&pageNum=20&trk=public_jobs_jserp-result_search-card,"Pasadena, CA",Entry level,Full-time,Engineering and Information Technology,Online Audio and Video Media
508,Machine Learning Engineer - Future Openings,https://www.linkedin.com/jobs/view/machine-learning-engineer-future-openings-at-iterative-health-3389504846?refId=8BrtschjaeVO%2F3ouNoBWSg%3D%3D&trackingId=6wQoResLxmGeBKmjw31Leg%3D%3D&position=12&pageNum=20&trk=public_jobs_jserp-result_search-card,United States,Entry level,Full-time,Engineering and Information Technology,Software Development
509,Data Scientist,https://www.linkedin.com/jobs/view/data-scientist-at-diverse-lynx-3405511679?refId=8BrtschjaeVO%2F3ouNoBWSg%3D%3D&trackingId=7wPFXvZ50Vd7rImz%2B4XjaQ%3D%3D&position=13&pageNum=20&trk=public_jobs_jserp-result_search-card,"Sunnyvale, CA",Entry level,Contract,Engineering and Information Technology,Software Development
510,Data Scientist,https://www.linkedin.com/jobs/view/data-scientist-at-diverse-lynx-3405513517?refId=8BrtschjaeVO%2F3ouNoBWSg%3D%3D&trackingId=vAA9eIlkHEugRCr2oBnDog%3D%3D&position=14&pageNum=20&trk=public_jobs_jserp-result_search-card,"Pittsburgh, PA",Entry level,Full-time,Engineering and Information Technology,Software Development
511,Machine Learning Solutions Engineer,https://www.linkedin.com/jobs/view/machine-learning-solutions-engineer-at-roboflow-3391009839?refId=8BrtschjaeVO%2F3ouNoBWSg%3D%3D&trackingId=5j1Y5gnbNMqDfQIeZMAGxw%3D%3D&position=15&pageNum=20&trk=public_jobs_jserp-result_search-card,"San Jose, CA",Entry level,Full-time,Engineering and Information Technology,Software Development
512,Data Management Intern,https://www.linkedin.com/jobs/view/data-management-intern-at-medidata-solutions-3398246693?refId=8BrtschjaeVO%2F3ouNoBWSg%3D%3D&trackingId=15m241DA2HLSp7mOKgc%2B2w%3D%3D&position=16&pageNum=20&trk=public_jobs_jserp-result_search-card,"New York, United States",Internship,Internship,Information Technology,Software Development
513,Data Scientist,https://www.linkedin.com/jobs/view/data-scientist-at-diverse-lynx-3405511861?refId=8BrtschjaeVO%2F3ouNoBWSg%3D%3D&trackingId=Pk3AphoyLOE%2FLzon3QaYMQ%3D%3D&position=17&pageNum=20&trk=public_jobs_jserp-result_search-card,"Pittsburgh, PA",Entry level,Full-time,Engineering and Information Technology,Software Development
514,Information Security Intern,https://www.linkedin.com/jobs/view/information-security-intern-at-billtrust-3390120243?refId=8BrtschjaeVO%2F3ouNoBWSg%3D%3D&trackingId=0Jd9vyHXZElPtAlmzZxbNA%3D%3D&position=18&pageNum=20&trk=public_jobs_jserp-result_search-card,"Boston, MA",Internship,Internship,Information Technology,"Technology, Information and Internet"
515,Machine Learning Systems Engineer,https://www.linkedin.com/jobs/view/machine-learning-systems-engineer-at-acceler8-talent-3388333279?refId=8BrtschjaeVO%2F3ouNoBWSg%3D%3D&trackingId=5it4mTZivEzrWxDC2EphUg%3D%3D&position=19&pageNum=20&trk=public_jobs_jserp-result_search-card,"California, United States",Mid-Senior level,Full-time,Engineering and Information Technology,"Computer Hardware Manufacturing, Software Development, and Semiconductor Manufacturing"
516,Sr. Machine Learning Engineer,https://www.linkedin.com/jobs/view/sr-machine-learning-engineer-at-tek-hire-solutions-3401161013?refId=8BrtschjaeVO%2F3ouNoBWSg%3D%3D&trackingId=N4LkYP2lucE5An9xR2n3Kg%3D%3D&position=20&pageNum=20&trk=public_jobs_jserp-result_search-card,United States,Mid-Senior level,Contract,Engineering and Information Technology,IT Services and IT Consulting
517,Data Analyst,https://www.linkedin.com/jobs/view/data-analyst-at-kellymitchell-group-inc-3391684634?refId=8BrtschjaeVO%2F3ouNoBWSg%3D%3D&trackingId=XLUbX7znDHhc0lSVLOoHIQ%3D%3D&position=21&pageNum=20&trk=public_jobs_jserp-result_search-card,"Tampa, FL",Associate,Full-time,"Information Technology, Consulting, and Other",IT Services and IT Consulting
518,Data Science Intern (Summer 2023),https://www.linkedin.com/jobs/view/data-science-intern-summer-2023-at-caes-3389298510?refId=8BrtschjaeVO%2F3ouNoBWSg%3D%3D&trackingId=60SO7w8yFRZE2qTxtZKDnQ%3D%3D&position=22&pageNum=20&trk=public_jobs_jserp-result_search-card,"Colorado Springs, CO",Not Applicable,Full-time,Engineering and Information Technology,Defense and Space Manufacturing
519,Data Science Manager,https://www.linkedin.com/jobs/view/data-science-manager-at-bluewave-resource-partners-3382783808?refId=8BrtschjaeVO%2F3ouNoBWSg%3D%3D&trackingId=kwjh21%2FoYmY1Y9bC%2FZD1pw%3D%3D&position=23&pageNum=20&trk=public_jobs_jserp-result_search-card,"Orlando, FL",Mid-Senior level,Full-time,Engineering and Information Technology,Staffing and Recruiting
520,Data Science & Statistics Intern,https://www.linkedin.com/jobs/view/data-science-statistics-intern-at-bayer-3388866646?refId=8BrtschjaeVO%2F3ouNoBWSg%3D%3D&trackingId=1TvK2R19qVS1k%2Bjf5HJAqA%3D%3D&position=24&pageNum=20&trk=public_jobs_jserp-result_search-card,"Berkeley, CA",Internship,Full-time,Engineering and Information Technology,"Chemical Manufacturing, Biotechnology Research, and Pharmaceutical Manufacturing"
521,Machine Learning Engineer - Computer Vision,https://www.linkedin.com/jobs/view/machine-learning-engineer-computer-vision-at-surf-search-3405397398?refId=8BrtschjaeVO%2F3ouNoBWSg%3D%3D&trackingId=vBE%2BBTP2oPAzVaUXqzcaMA%3D%3D&position=25&pageNum=20&trk=public_jobs_jserp-result_search-card,"Los Angeles, CA",Entry level,Full-time,Engineering and Information Technology,Staffing and Recruiting
522,Machine Learning Engineer - Computer Vision,https://www.linkedin.com/jobs/view/machine-learning-engineer-computer-vision-at-surf-search-3405397398?refId=rMHrrdnJT%2FH%2FHWU36ZDoxA%3D%3D&trackingId=U4hRO2W2gsg1QLmZVQ4fOg%3D%3D&position=1&pageNum=21&trk=public_jobs_jserp-result_search-card,"Los Angeles, CA",Entry level,Full-time,Engineering and Information Technology,Staffing and Recruiting
523,Research Data Scientist - QHS -Dalton,https://www.linkedin.com/jobs/view/research-data-scientist-qhs-dalton-at-cleveland-clinic-3389120257?refId=rMHrrdnJT%2FH%2FHWU36ZDoxA%3D%3D&trackingId=mr6flFwpQxZwaRIKomb80Q%3D%3D&position=2&pageNum=21&trk=public_jobs_jserp-result_search-card,"Cleveland, OH",Not Applicable,Full-time,Information Technology,Hospitals and Health Care
524,Head of Data Science,https://www.linkedin.com/jobs/view/head-of-data-science-at-lawrence-harvey-3392177548?refId=rMHrrdnJT%2FH%2FHWU36ZDoxA%3D%3D&trackingId=6OZV%2F9Wj7Cpp0BwRye9vRA%3D%3D&position=3&pageNum=21&trk=public_jobs_jserp-result_search-card,"California, United States",Mid-Senior level,Full-time,"Information Technology, Science, and Management","Software Development, Banking, and Financial Services"
525,Machine Learning Engineer,https://www.linkedin.com/jobs/view/machine-learning-engineer-at-hunter-talent-3398934164?refId=rMHrrdnJT%2FH%2FHWU36ZDoxA%3D%3D&trackingId=BZMD3oXE1SktZYhbpujbpA%3D%3D&position=4&pageNum=21&trk=public_jobs_jserp-result_search-card,"New York, NY",Entry level,Full-time,Engineering and Information Technology,Capital Markets
526,"Associate Data Scientist, Product Security (New Grad / Early-in-Career)",https://www.linkedin.com/jobs/view/associate-data-scientist-product-security-new-grad-early-in-career-at-bungie-3382255860?refId=rMHrrdnJT%2FH%2FHWU36ZDoxA%3D%3D&trackingId=BuYoz4Ioe6l7pWYso%2FxANw%3D%3D&position=5&pageNum=21&trk=public_jobs_jserp-result_search-card,United States,Entry level,Full-time,Engineering and Information Technology,Entertainment Providers
527,Data Analyst,https://www.linkedin.com/jobs/view/data-analyst-at-northwell-health-3400902791?refId=rMHrrdnJT%2FH%2FHWU36ZDoxA%3D%3D&trackingId=ByKe%2FbeCBXL%2BgZpteLCz%2Bw%3D%3D&position=6&pageNum=21&trk=public_jobs_jserp-result_search-card,"Melville, NY",Entry level,Full-time,Information Technology,Hospitals and Health Care
528,Machine Learning Research Scientist (Deep Learning),https://www.linkedin.com/jobs/view/machine-learning-research-scientist-deep-learning-at-acceler8-talent-3388334189?refId=rMHrrdnJT%2FH%2FHWU36ZDoxA%3D%3D&trackingId=SXWeznvrbTFmD%2FAzXfoCHQ%3D%3D&position=7&pageNum=21&trk=public_jobs_jserp-result_search-card,San Francisco Bay Area,Mid-Senior level,Full-time,"Engineering, Research, and Information Technology","Software Development, Research Services, and Hospitals and Health Care"
529,Data Analyst,https://www.linkedin.com/jobs/view/data-analyst-at-3ci-an-mau-company-3383226758?refId=rMHrrdnJT%2FH%2FHWU36ZDoxA%3D%3D&trackingId=RSP7TxHIZvdbkJrArYJYoA%3D%3D&position=8&pageNum=21&trk=public_jobs_jserp-result_search-card,"Atlanta, GA",Mid-Senior level,Full-time,Analyst and Information Technology,Utilities and Business Consulting and Services
530,Scientific Developer for Bioinformatics (open level),https://www.linkedin.com/jobs/view/scientific-developer-for-bioinformatics-open-level-at-formic-labs-3384660008?refId=rMHrrdnJT%2FH%2FHWU36ZDoxA%3D%3D&trackingId=F%2B%2BO74I44ZIJF0mcfJz2CQ%3D%3D&position=9&pageNum=21&trk=public_jobs_jserp-result_search-card,"South San Francisco, CA",Entry level,Full-time,Engineering and Information Technology,Biotechnology Research
531,Data Scientist - Systematic Strategies,https://www.linkedin.com/jobs/view/data-scientist-systematic-strategies-at-henlow-group-us-3401813616?refId=rMHrrdnJT%2FH%2FHWU36ZDoxA%3D%3D&trackingId=gg7ldWQ7YBtZCBp4NArtSw%3D%3D&position=10&pageNum=21&trk=public_jobs_jserp-result_search-card,"New York, United States",Entry level,Full-time,Engineering and Information Technology,Staffing and Recruiting
532,Product Analyst / Senior Product Analyst,https://www.linkedin.com/jobs/view/product-analyst-senior-product-analyst-at-squarespace-3385026752?refId=rMHrrdnJT%2FH%2FHWU36ZDoxA%3D%3D&trackingId=OYqmfwWSDSXPJY%2BS8Y4GFQ%3D%3D&position=11&pageNum=21&trk=public_jobs_jserp-result_search-card,United States,Mid-Senior level,Full-time,Analyst,"Technology, Information and Internet"
533,"Machine Learning Engineer, Summer Intern (Hybrid/Remote/Office-based)",https://www.linkedin.com/jobs/view/machine-learning-engineer-summer-intern-hybrid-remote-office-based-at-ancestry-3393889016?refId=rMHrrdnJT%2FH%2FHWU36ZDoxA%3D%3D&trackingId=0bV9%2Br0LHwPHnfbssNLAdA%3D%3D&position=12&pageNum=21&trk=public_jobs_jserp-result_search-card,"Lehi, UT",Internship,Full-time,Engineering and Information Technology,"Technology, Information and Internet"
534,Data Science Analyst,https://www.linkedin.com/jobs/view/data-science-analyst-at-american-heart-association-3380306462?refId=rMHrrdnJT%2FH%2FHWU36ZDoxA%3D%3D&trackingId=O6SnVh6RquJmCykYpPBE3Q%3D%3D&position=13&pageNum=21&trk=public_jobs_jserp-result_search-card,"Sacramento, CA",Entry level,Full-time,Information Technology,Wellness and Fitness Services
535,Data Science Lead,https://www.linkedin.com/jobs/view/data-science-lead-at-bobbie-3368796668?refId=rMHrrdnJT%2FH%2FHWU36ZDoxA%3D%3D&trackingId=WmI3NNL%2F%2FAaxszlR3DUBPg%3D%3D&position=14&pageNum=21&trk=public_jobs_jserp-result_search-card,"San Francisco, CA",Entry level,Full-time,Engineering and Information Technology,"Technology, Information and Internet"
536,Mid Data Scientist,https://www.linkedin.com/jobs/view/mid-data-scientist-at-belay-technologies-3394590425?refId=rMHrrdnJT%2FH%2FHWU36ZDoxA%3D%3D&trackingId=%2F0DgOK65clLgCgr27ep8Ig%3D%3D&position=15&pageNum=21&trk=public_jobs_jserp-result_search-card,"Annapolis Junction, MD",Mid-Senior level,Full-time,Engineering and Information Technology,Internet Publishing
537,Senior Data Scientist,https://www.linkedin.com/jobs/view/senior-data-scientist-at-walmart-global-tech-3393660483?refId=rMHrrdnJT%2FH%2FHWU36ZDoxA%3D%3D&trackingId=KDaY4eFtuxCRA93SvXBtiA%3D%3D&position=16&pageNum=21&trk=public_jobs_jserp-result_search-card,"Sunnyvale, CA",Mid-Senior level,Full-time,Engineering and Information Technology,Software Development
538,"Healthcare Data Analyst (HEDIS/quality measures ), East Windsor, New Jersey (REMOTE / HYBRID)",https://www.linkedin.com/jobs/view/healthcare-data-analyst-hedis-quality-measures-east-windsor-new-jersey-remote-hybrid-at-spectramedix-3395781183?refId=rMHrrdnJT%2FH%2FHWU36ZDoxA%3D%3D&trackingId=xfDQywScs0TIzfWmifAjEA%3D%3D&position=17&pageNum=21&trk=public_jobs_jserp-result_search-card,"East Windsor, NJ",Mid-Senior level,Full-time,Information Technology,Hospitals and Health Care
539,Data Analyst,https://www.linkedin.com/jobs/view/data-analyst-at-executive-staffing-group-esg-3384356797?refId=rMHrrdnJT%2FH%2FHWU36ZDoxA%3D%3D&trackingId=BMllLZO2fSzWWj6tOu0b9g%3D%3D&position=18&pageNum=21&trk=public_jobs_jserp-result_search-card,Nashville Metropolitan Area,Entry level,Full-time,Engineering and Information Technology,"Financial Services, Business Consulting and Services, and Accounting"
540,Entry level data analyst,https://www.linkedin.com/jobs/view/entry-level-data-analyst-at-synergisticit-3395566216?refId=rMHrrdnJT%2FH%2FHWU36ZDoxA%3D%3D&trackingId=TC%2BXXGk6tpznM6lIsWfAZA%3D%3D&position=19&pageNum=21&trk=public_jobs_jserp-result_search-card,"New York County, NY",Entry level,Full-time,Information Technology,IT Services and IT Consulting
541,Statistical Modeler,https://www.linkedin.com/jobs/view/statistical-modeler-at-focuskpi-inc-3400929751?refId=rMHrrdnJT%2FH%2FHWU36ZDoxA%3D%3D&trackingId=I%2Baal3CS75LegHcl5cd50Q%3D%3D&position=20&pageNum=21&trk=public_jobs_jserp-result_search-card,"San Francisco, CA",Entry level,Full-time,"Design, Art/Creative, and Information Technology",IT Services and IT Consulting
542,Data Scientist,https://www.linkedin.com/jobs/view/data-scientist-at-paleo-3397666159?refId=rMHrrdnJT%2FH%2FHWU36ZDoxA%3D%3D&trackingId=8MYnyKJp%2BJFpg6SrxsRjGA%3D%3D&position=21&pageNum=21&trk=public_jobs_jserp-result_search-card,United States,NA,Full-time,NA,NA
543,Deep Learning Researcher,https://www.linkedin.com/jobs/view/deep-learning-researcher-at-c2r-ventures-3400896148?refId=rMHrrdnJT%2FH%2FHWU36ZDoxA%3D%3D&trackingId=Vedu%2BD4B%2BiGY23VAMwE8kA%3D%3D&position=22&pageNum=21&trk=public_jobs_jserp-result_search-card,"New York, United States",Mid-Senior level,Full-time,Information Technology,Staffing and Recruiting
544,Healthcare Data Scientist - Remote,https://www.linkedin.com/jobs/view/healthcare-data-scientist-remote-at-optum-3399613027?refId=rMHrrdnJT%2FH%2FHWU36ZDoxA%3D%3D&trackingId=VVc5EdeFTcYmnY43y2Kx0A%3D%3D&position=23&pageNum=21&trk=public_jobs_jserp-result_search-card,"Eden Prairie, MN",Entry level,Full-time,Engineering and Information Technology,Hospitals and Health Care
545,"Data Scientist, Marketing & Online (Remote)",https://www.linkedin.com/jobs/view/data-scientist-marketing-online-remote-at-the-home-depot-3385218708?refId=rMHrrdnJT%2FH%2FHWU36ZDoxA%3D%3D&trackingId=Gbi6mNbj3QSEQmeXf5eBRg%3D%3D&position=24&pageNum=21&trk=public_jobs_jserp-result_search-card,"Atlanta, GA",Entry level,Full-time,Engineering and Information Technology,Retail
546,Data Analyst,https://www.linkedin.com/jobs/view/data-analyst-at-logic20-20-inc-3382597121?refId=rMHrrdnJT%2FH%2FHWU36ZDoxA%3D%3D&trackingId=Od748OsAaoPTUsWzhpEiIg%3D%3D&position=25&pageNum=21&trk=public_jobs_jserp-result_search-card,"Overland Park, KS",Mid-Senior level,Full-time,Consulting,IT Services and IT Consulting
547,Junior Python Developer,https://www.linkedin.com/jobs/view/junior-python-developer-at-idexcel-3383717918?refId=rJkztGeT7tDguiWK%2Bu7v3Q%3D%3D&trackingId=FBdRa1eUfjawoLBTQLTrqw%3D%3D&position=1&pageNum=22&trk=public_jobs_jserp-result_search-card,"Plano, TX",Mid-Senior level,Contract,Information Technology,IT Services and IT Consulting
548,Machine Learning Solutions Engineer,https://www.linkedin.com/jobs/view/machine-learning-solutions-engineer-at-roboflow-3391009840?refId=rJkztGeT7tDguiWK%2Bu7v3Q%3D%3D&trackingId=iQI0Xh14VpixMyTnLHjEHQ%3D%3D&position=2&pageNum=22&trk=public_jobs_jserp-result_search-card,"Austin, TX",Entry level,Full-time,Engineering and Information Technology,Software Development
549,Data Scientist,https://www.linkedin.com/jobs/view/data-scientist-at-cambay-healthcare-llc-3395560991?refId=rJkztGeT7tDguiWK%2Bu7v3Q%3D%3D&trackingId=wNYYXM5ClXIZY1Fz0%2BIY1Q%3D%3D&position=3&pageNum=22&trk=public_jobs_jserp-result_search-card,"Richmond, VA",Entry level,Full-time,Engineering and Information Technology,Staffing and Recruiting
550,Data Scientist,https://www.linkedin.com/jobs/view/data-scientist-at-verkada-3398170987?refId=rJkztGeT7tDguiWK%2Bu7v3Q%3D%3D&trackingId=p%2B9Wfy3Aacn4bcc1zIwTWQ%3D%3D&position=4&pageNum=22&trk=public_jobs_jserp-result_search-card,"San Mateo, CA",Mid-Senior level,Full-time,"Engineering, Information Technology, and Analyst","Computer Hardware Manufacturing, Software Development, and Computer Networking Products"
551,Data Analytics Analyst,https://www.linkedin.com/jobs/view/data-analytics-analyst-at-hire-resolve-international-3397467797?refId=rJkztGeT7tDguiWK%2Bu7v3Q%3D%3D&trackingId=23B3oo1Ss7GFvA4EDzPI%2BQ%3D%3D&position=5&pageNum=22&trk=public_jobs_jserp-result_search-card,"San Diego, CA",Not Applicable,Full-time,Finance,"Technology, Information and Internet"
552,"Trainee, Research & Development",https://www.linkedin.com/jobs/view/trainee-research-development-at-atlanta-braves-3394479486?refId=rJkztGeT7tDguiWK%2Bu7v3Q%3D%3D&trackingId=2yY4E2qJu4jBTUGvFBNzMA%3D%3D&position=6&pageNum=22&trk=public_jobs_jserp-result_search-card,"Atlanta, GA",Internship,Part-time,"Research, Analyst, and Information Technology",Spectator Sports
553,Machine Learning Grid Application Intern,https://www.linkedin.com/jobs/view/machine-learning-grid-application-intern-at-abb-3400952864?refId=rJkztGeT7tDguiWK%2Bu7v3Q%3D%3D&trackingId=zbXX%2FHw9elPeT8FoX%2BRW5Q%3D%3D&position=7&pageNum=22&trk=public_jobs_jserp-result_search-card,"Raleigh, NC",Not Applicable,Temporary,Engineering and Information Technology,"Appliances, Electrical, and Electronics Manufacturing"
554,Data Scientist,https://www.linkedin.com/jobs/view/data-scientist-at-oneblood-3401531673?refId=rJkztGeT7tDguiWK%2Bu7v3Q%3D%3D&trackingId=Cf3ya9rwQ2%2FCkkhzNXta4g%3D%3D&position=8&pageNum=22&trk=public_jobs_jserp-result_search-card,"Pinellas Park, FL",Entry level,Full-time,Engineering and Information Technology,Hospitals and Health Care
